Zwei Männer liegen auf der jeweils gegenüberliegenden Seite im Straßengraben. Beide sind tot. Was ist hier passiert?;Die Männer waren beide bei Nebel im Auto unterwegs. Weil sie nichts sehen konnten, kurbelten sie das Fenster hinunter und streckten die Köpfe nach draußen. Ihre Schädel kollidierten und beide landeten im Straßengraben. ;Zwei Männer;0
Nur 500 Euro verlangte eine Ehefrau für den funkelnagelneuen Porsche Ihres Mannes. Wieso?;Der Mann hatte zuvor Abgase mit einem Schlauch ins Auto geleitet. Seine Frau fand ihn Tage später - und bekam den Verwesungsgeruch nicht mehr aus dem Porsche - so musste sie das Auto billig verkaufen.;Unterpreis;0
Ein Mann macht sich fürs Bett fertig, löscht das Licht aus und schaltet das Licht aus - wenig später sterben viele Menschen deswegen. Was ist hier passiert?;Der Mann war Leuchtturmwärter - das fehlende Licht sorgte dafür, dass Schiffe untergingen.;Dunkelheit;0
Weil sie am Vortag neue Schuhe kaufte, musste sie sterben. Wieso?;Sie war die Assistentin eines Messerwerfers. Die Absätze ihrer neuen Schuhe waren höher und so trafen die Messer sie.;Verhängnisvolles Shoppen;0
Ein nackter Mann liegt tot in der Wüste - neben ihm ist nur ein Streichholz zu finden. Was ist hier passiert?;Der Mann war mit einem Freund über der Wüste in einem Heißluftballon unterwegs. Das Helium wurde knapp und sie drohten abzustürzen. Sie warfen allen möglichen Ballast ab - doch es reichte nicht. Der Mann zog das kürzere Streichholz und musste aus dem Ballon springen.;Heiß;0
Eine Frau wacht morgens auf und bringt sich um. Wieso?;Die Dame hatte eine seltene Knochenkrankheit. Man sollte ihr das linke Bein amputieren. Morgens wachte sie jedoch auf und das rechte Bein fehlte. Sie wollte ein solches Leben nicht führen.;Morgens;0
Ein Mann steigt aus einem großen Fahrzeug und nimmt sich das Leben. Was ist passiert?;Der Mann ist Landwirt und steigt aus seinem Traktor. Seine Kinder haben im Feld Verstecken gespielt und sind unter das Fahrzeug geraten. Der Mann bringt sich vor Schuldgefühlen um.;Kurze Fahrt;0
Eine Frau begegnet auf der Beerdigung ihrer Mutter einem Mann, den sie noch nie zuvor gesehen hat. Wenige Tage später ist ihre Schwester gestorben. Wieso?;Die Frau hat sich auf der Beerdigung unsterblich in den Mann verliebt. Leider hat sie nicht seine Nummer bekommen - und so hat sie ihre Schwester umgebracht - in der Hoffnung ihn auf deren Beerdigung wiederzusehen.;Tödliche Bekantschaft;0
Ein Mann liegt tot in einer Sauna. Neben ihm steht ein Behälter mit Wasser. Was ist hier passiert?;Das perfekte Verbrechen - jemand hat den Mann mit einem spitzen Eiszapfen in der Sauna getötet. Die Tatwaffe hat sich in dem Behälter verflüssigt und so gibt es weder Zeugen noch Fingerabdrücke.;Aufguss;0
20 Musiker eines Orchesters spielen gemeinsam vor Publikum - aber niemand hört zu. Wie ist das möglich?;Die Musiker spielen vor Publikum - aber keine Musikstücke sondern Fußball!;Orchester;0
Die Drei entschieden sich gegen das Gebäude, aber auch das rettete sie nicht;Das einzige Gebäude weit und breit war eine Kirche. Da es außer diesem Gott geweihten Ort keine Möglichkeit gab, sich vor dem tödlichen Tageslicht zu schützen, beschlossen die drei Vampire, der Sonne einmal in ihrem Leben ins Gesicht zu blicken.;Die Flucht;4
Eva war auf dem Weg zum Dorfbrunnen, doch sie kam niemals dort an. Die Dorfbewohner wussten warum.;Eva wurde auf dem Weg zum Dorfbrunnen von der Inquisition gestellt und der Hexerei angeklagt. Zur Prüfung ihrer übernatürlichen Fähigkeiten wurde eine Wasserprobe (Hexenbad) durchgeführt. Die Unglückliche ertrank, die Priester sprachen sie frei und beteten für ihre Seele;Die Dorfbewohner;4
Ein Mörder wurde freigesprochen, obwohl sich seine Fingerabdrücke auf der Tatwaffe befanden.;Der Mörder war ein Magier. Selber in England, schickte er seinen Astralkörper nach Asien, materialisierte ihm bei seinem Erzfeind und tötete diesen mit dessen eigenem Messer. Bei der Rückreise dematerialisierte der Magier versehentlich auch die Tatwaffe, die die Polizei daraufhin bei ihm fand. Vor gericht wurde der Magier trozdem freigesprochen, denn er hatte ein hieb und stichfestes Albi: Er war zur Tatzeit in England und es war unmöglich, in so kurzer Zeit nach Asien und wieder zurück zu gelangen.;Ein unmöglicher Mord;4
Der Kampf nahm ein abruptes Ende.;Die kleine Troll-Kampftruppe zog sich vor Sonnenaufgang mitten im Kampf gegen die Zwerge vom Schlachtfeld zurück und suchte nach einem Unterschlupf. Trolle müssen sich vor der Sonne schützen, um nicht zu versteinern.;Plötzlich Frieden?;4
Vier Männer starben, kurz nachdem sie ihr Ziel erreicht hatten.;Nach langer Suche fanden die vier Forscher bei Ausgrabungen in Ägypten das sagenumwogene Grab. Als sie es überglücklich öffneten, atmeten sie, ohne es zu merken, einen giftige Schimmelpilz ein, der sie qualvoll sterben ließ.;Tödliches Ziel;4
Er wäre noch am Leben, wenn er sich nicht mit dieser Frau eingelassen hätte.;Die Frau war ein Sukkubus. Kurz nachdem der Mann ihrer zauberhaften Schönheit verfallen war, offenbarte die Frau ihre wahre Gestalt und fraß ich auf.;Verhängnisvolles Schönheit;4
Weil eine Frau gerne mit ihrem Haustier spielte, musste sie sterben.;Die Frau kaufte sich einen Waran, ein besonders schönes Exemplar. Was sie nicht wusste war, dass es sich bei dem Reptil um einen Basilisken handelte. Als die Frau ihrem Waran einmal zu lange in die Augen sah, versteinerte sie.;Tierliebe;4
Als sie das Wesen sag, lächelte sie schadenfroh.;Lange hatte die Seherin die Dorfbewohner vor dem Überfall durch einen Drachen gewarnt. Doch die Dorfbewohner verspotteten sie und glaubten ihr nicht. Als der Drache das Dorf überfiel und alle Kinder raubte, lächelte sie schadenfroh.;Das Wesen;4
Er schaffte es nicht, einen Maibaum zu fällen, obwohl er Casina über alles liebte.;Der Pechvogel hatte sich ausgerechnet einen magischen Wald als Abholzgebiet ausgesucht, um Casina, seiner Angebeteten, einen Maibaum zu fällen. Die dort lebenden Baumhirten(Ents), ließen ihn nicht gewähren.;Der Maibaum;4
Merlin genoss es, Arthus zu schlagen.;Merlin und Arthus waren zwei Boxer auf einem Mittelaltermarkt. Zu diesem Zweck hatten sie sich zwei bekannte Namen ausgesucht. Merlin, der sich kurz vor dem Kampf mit Arthus heftig gestritten hatte, war froh, als der Kampf endlich losging und er seiner Wut freien Lauf lassen konnte.;Merlin und Arthus;4
Esther beging eine schwere Straftat nach der anderen. Die polizei war vollkommen ratlos.;Die gute Esther, die nie damit gegeizt hatte, großzügig Wünsche zu erfüllen, hatte sich in einen Menschen verliebt. Dieser Mann arbeitete in einem Gefängnis. Um ihn nah zu sein, ließ sich Esther immer wieder zu Straftaten hinreißen, die sie ins Gefängnis brachten.;Verwirrte Fee;4
Als Sabine ihn tot glaubte, nehm er ihr das Leben, so wie sie es kannte.;Sabine wurde von einem Vampir verfolgt. Em ihn unschädlich zu machen, überraschte sie ihn und rammte ihm einen Holzpflock ins Herz. Da dieser sein Herz auf der falschen, der rechten, Seite trug, führte ihr Einsatz nicht zum Erfolg. So wurde sie sein nächstes Opfer.;Neues Leben;4
Das Geschoss des Dunkelelfen traf ihn. Doch er stand unverletzt auf, drehte sich um und ging.;Der Magierlehrling hatte in seiner Prüfung gegen die Illusion eines Dunkelelfen gekämpft. Den Kampf hatte der Lehrling zwar verloren, aber da das Geschoss lediglich ein Trugbild war, konnte es ihn nicht verletzten.;Elfengeschoss;4
E.T. konnte nicht nach Hause telefonieren. Gertie machte sich bereits Sorgen.;Hätte Eberhardt T. (von seinen Freunden kurz E.T. genannt) seine Handyrechnung bezahl, hätte er Gertie, seine Mutter, anrufen können, die ihn zu Hause erwartete.;Keine Verbindung;4
Obwohl er das Ziel nur mit großer Mühe erreicht hatte, verzichtete er auf die Belohnung.;Er war ein prinz und besiegte einen Drachen, der die Prinzessin des Königreichs gefangen gehalten hatte. Da der Prinz jedoch schwul war, verzichtete er auf die standesgemäße Belohnung - die Vermählung mit der Prinzessin.;Selbstlos;4
Mitten auf dem Feld fand Michael Metallklumpen.;Vor langer Zeit griff ein Drache eine Karavane an. Sein Drachenfeuer schmolz sämtliches Metall, das die Karavane transportiert hatte. Alles andere verbrannte restlos.;Freies Feld;4
Anna umsorgte sue wie kaum ein anderer Mensch. Das kostete Anna das Leben.;Anna lebte alleine mit ihren sieben Katzen in einem kleinen Häuschen. Die Dorfbewohner fanden diese Lebensweise auffällig und klagten Anna der Hexerei an. Die Inquisition verbrannte sie nach grausamer Folter auf dem Scheiterhaufen.;Lebenshaltungskosten;4
Keines der Kinder überlebte die Mutprobe.;Die Kinder hatten die glorreichte Idee, als Mutprobe Eier aus dem Hort eines Drachen zu klauen. Daraufhin wurden die Diebe von dem Drachenweibchen verfolgt und getötet.;Die Mutprobe;4
Obwohl die Frau kein Kind bekommen konnte, war sie schwanger. An den Vater konnte sie sich nicht erinnern.;Die Frau wurde Opfer einer Entführung durch Aliens, die ihr im Operationssaal des Raumschiffs eine Alien-Eizelle eingeplanzt hatten. Zurück auf der Erde konnte sie sich an nichts erinnern. Die Aliens hatten all ihre Erinnerungen an den Aufenthalt in dem Raumschiff gelöscht.;Unglück;4
Der Magier musste sterben, weil er einem Gnom vertraut hatte.;Der etwa schusselige Magier hatte den Fehler begangen, sich seinen Zauberstab von einem Gnom verbessern zu lassen. Aber Erfindungen von Gnomen explodieren immer. So kam es, dass nach dem ersten Test des neuen Zauberstabs nichts weiter als ein Häufchen Asche vom Zauberer übrig blieb.;Fatales Vertrauen;4
Damit hatte niemand gerechnet. Walburga verstab während eines großen Festes.;Walburga, noch ein Baby, war von einem Dämon besessen. Als der Pfarrer sie mit dem Taufwasser weihte, wich der Dämon aus ihrem Körper. Ohne den Dämon war Walburgas Körper nicht lebensfähig.;Das Fest;4
In einem hermetisch abgeriegelten, nebligen Raum lag eine Leiche. Vom Mörder fehlte jede Spur.;Nebel ist eine Erscheinungsform des Vampirs. Dieser schloss sich, nachdem er sein Opfer ausgesaugt hatte, ein, um ungestört ein wenig ruhen zu können. Als die Ermittler die Tür öffneten, entwich der Mörder unbemerkt vom Tatort.;Verriegelt;4
Als er seiner Braut den Ring anstecken wollte, platzte die Hochzeit.;Die Braut schreckte zurück, als der Bräutigam ihr den Ring anstecken wollte, und floh Hals und Kopf aus dem Standesmt. Der sparsame Mann hatte seiner zukünftigen einen Silberring gekauft. Was er nicht wusste - seine Braut war ein Vampir.;Auf der Flucht;4
Als Saruman der Weise weggebracht wurde, war die Trauer groß.;Bei diesem verräterischen Zauberer handelte es sich um eine Statue, die ein kleines neuseeländisches Dorf wärend der Dreharbeiten zu Herr der Ringe aufgestellt hatte. Ein Sammler kaufte der hoch verschuldeten Dorfverwaltung das Unikat für eine erhebliche Summe ab. Die Dorfbewohner trauerten.;Saruman der Weise;4
Nachdem Mirja viel Wein getrunken hatte, weigerte sie sich, die Rechnung zu bezahlen. Sie drohte dem Wirt mit Prügel.;Mirja war eine Untote, die auch nach erheblichem Weinkunsum nichts von dessen selig machender Wirkung spürte. Dafür machte sie den Wirt verantwortlich.;Die Rechnung;4
Es war nicht sein Glückstag. Schon nach ein paar Schluck verging ihm der Durst und er starb.;Der Vampir löschte seinen Blutdurst an einem Mann, der kurz zuvor das Opfer eines Giftanschlags geworden war. So mussten beide sterben.;Echtes Pech;4
Er traf sie mehrfach, doch der Jäger kam diesmal ohne Beute nach Hause.;Der Jäger versuchte, einen Werwolf zu töten, dem die normale Jagdmunition allerdings nichts anhaben konnte. Die Wunden des Verwolfs heilten sofort wieder. So entkam er dem Jäger vollkommen unversehrt.;Jagtunglück;4
Auf der Suche nach einem Toten starb ein Mann unverrichteter Dinge.;Der Mann, ein Okkultist, benötigte zur Durchführung seiner Rituale Körper frisch verstorbener Menschen. Dieses Mal hatte er jedoch einen Fehler begangen und einen Untoten für sein Ritual auserwählt. Der Untote ließ den Okkultisten sein Missfallen spüren.;Die Sucht;4
Sie hatten sich bestens getarnt, aber eine Allergie wurde ihr zum Verhängnis.;Die Assassine hatte den Auftrag, einen Zentauren zu töten. Kurz bevor sie ihren Auftrag ausführen konnte, musste sue niesen und wurde entdeckt. Sie reagierte allergisch auf Pferdehaar.;Gut getarnt;4
Inmitten eines Waldes befand sich die Leiche eines Babys. Sein Gesicht war völlig mit Blut verschiert.;Das (nackte) Baby war ein Werwolf-jungtier, das sich ein zu großes Beutetier ausgesucht hatte. Die schweren Wunden hatten sich während der Verwandlung geschlossen, nur das Blut deutete noch auf einen scheußlichen Kampf hin, den das Jungtier nicht überlebte.;Das Baby;4
Etwas Dunkles löste einen Krieg aus, der viele Opfer forderte.;An der Klinge des ermordeten Königs, der in seinem letzten Kampf einen Ork unterlegen war, haftete schwarzes Blut. Die Menschen zogen daraufhin in den Krieg gegen die Orks und rächten ihren geliebten König.;Das Dunkel;4
Ein Mann jagte Jahre lang einem anderem Mann und erschlug doch eine Frau.;Der Mann verfolgte einen Gestaltenwechsler, der schon viele Menschen umgebracht hatte und sich in der Gestalt eines Mannes zeigte. Als dieser jedoch in Gebiete kam, die er schon besucht hatte, schien es ihm angebracht, seine Erscheinung zu ändern. Der Verfolger, der die Spuren des Gestaltenwechslers gut kannte, kam ihm dennoch auf die Schliche und tötete den vielfachen Mörder.;Irrtum?;4
Otto geriet in Panik: Plötzlich war sein Haus von Fremden bewohnt, die seine Gegenwart hartnäckig ignorierten.;Otto war gestorben und wusste es nur noch nicht. Die vermeintlichen Geister waren Lebende, die nach Ottos Tod in sein Haus gezogen waren - er war der Geist.;Falscher Verdacht;4
Der Teufel zerriss vor Wut brüllend ein leeres Blatt Papier;Lisa hatte ihre Seele dem Teufel verkauft, um als Gegenleistung im Lotto zu gewinnen. Statt mit ihrem Blut hatte sie den Vertrag jedoch mit roter Tinte unterzeichnet, die nach Ausschüttung des Lottogewinns unsichtbar wurde.;Juristischer Teufel;4
Als Midas Wunsch endlich in Erfüllung ging, wusste er noch nicht, dass er darüber nicht lange glücklich sein würde.;Drei Tage, nachdem Midas Wunsch nach ewigem Leben in Erfüllung gegangen war, ging die Welt unter.;Der Wunsch;4
In einem Zimmer lagen schwarze Federn und eine Zeitung auf dem Boden.;Die Zeitung berichtete über die Rettung eines kleinen Jungen. Als Retter wurde ein mutiger Mann genannt, der den Jungen aus dem brennenden Haus befreit hatte. In Wirklich war der Retter ein Todesengel. Ihm wurde durch diese selbstlose Tat vergeben, seine Seele wurde erlöst und er konnte seine schwarzen Flügel ablegen.;Schwarze Federn;4
In einem dicht bewaldeten lieblichen Tal lagen etliche Leichen. Manchen waren vollständig verwest, andere waren erst wenige Tage alt.;In diesem Tag hauste ein Irrlicht, das die Menschen so lange umherführte, bis sie vor Erschöpfung, Hunger und Durst starben.;In lieblichen Tal;4
Van Helsing lag tot neben einem Sarg im Zimmer des Schlosses. Die Vorhänge waren geöffnet.;Graf Dracula hatte ein Serum erfunden, das ihn immun gegen Tageslicht werden ließ. Van Helsing sollte glauben, Dracula sei zu Staub zerfallen, daher plazierte dieser ein Häufchen Asche vor seinem Sarg. Als Van Helsing Draculas vermeintliche Überreste inspizierte, überraschte ihn der Vampir aus dem Hinterhalt.;Ver hängnisvoller Staub;4
In einem Wald lagen weit voneinander entfernt Männer und Frauen. Sie waren tot und mit Wunden übersät.;Die Toten gehörten einer Jagdtruppe an, die versucht hatten, ein Einhorn zu fangen. Das Tier war stärker und klüger als gedacht und tötete jeden einzelnen von ihnen.;Tödlicher Wald;4
Ein Blick in den Garten und der Ermittler wusste, wer der Täter gewesen sein musste.;Im Garten fanden sie unter dem Fenster des Opfers Fußabdrücke im Neuschnee, die auf einen äußerst leichtgewichtigen Täter hindeuteten. Sie waren zu groß für ein Kind, und eine Frau hätte das stämmige Opfer nicht niederringen können. Da im Haushalt des Opfers nur ein Elf arbeitete, war der Täter schnell überführt.;Verräterische Spuren;4
Als Anna in den Spiegel sah, wusste sie, dass sie verloren war.;Anna war der verlockenden Einladung eines geheimnisvollen Mannes auf sein abgelegenes Anwesen gefolgt. Nachdem alle Gäste gegangen waren und die beiden spät in der Nacht alleine tanzten, bemerkte sie, dass der geheimnisvolle Mann in dem Spiegel des Ballsaals nicht zu sehen war. Er war ein Vampir.;Der Blick;4
Hätten sie den Verdächtigen zur richtigen Zeit befreit, wäre er leicht als Spion enttarnt worden.;Der Spion, ein Alb, hielt sich in einer Elfenstadt auf. Bei Tag gleichen sich Alben und Elfen, doch bei Nacht schwärzen sich die Augen der Alben. Hätten sich die Elfen den Verdächtigen bei Nacht vorgenommen, wäre seine Tarnung aufgeflogen.;Der Verdächtige;4
Die Bewohner eines kleinen Dorfes schienen zum Zeitpunkt verstorben zu sein. Keine Leichen zeigte äußere Verletzungen.;Die Bewohner des kleinen Dorfes waren Mitglieder einer Sekte, die Dämonen huldigte. Als das Dorf die geforderten Opfer nicht mehr erbringen wollte, nahmen die Dämonen die Seelen der Dorfbewohner zu sich.;Das kleine Dorf;4
Ein Mann ging zu einem Medium. Bevor er es dür seine Dienste bezahlen konnte, war er tot.;Der Mann war ein Mörder. Der rachedurstige Geist seines Opfers hatte sich des Mediums bemächtigt und tötete den Mörder mit den Händen des Mediums.;Tödliche Trance;4
Karl war tot, die Wunde frisch und der Killer guter Dinge.;Karl war ein Tombie aus dem Reich der Untoten, der von einem Zombiejäger durch Entnahme des Gehirns dem Reich der Toten zugeführt wurde.;Karl;4
Jemand starb, kurz bevor ein anderer den Raum verließ.;Der betrunkene Barbier schnitt einem Zwerg statt der Haare den Bart, seinen größten Schatz, ab. Diesen Fehler musste der Barbier mit dem Leben bezahlen.;Der verlassene Raum;4
Ein Mann erwachte eines Morgens nackt. Kurz darauf wurde er verhaftet.;Der Mann war ein Werwolf und hatte als Wolf schon einige Menschen getötet. Die Tatsache, dass er sich an nichts mehr erinnern konnte, half ihm nicht. Die Ermittler konnten ihm alles nachweisen.;Nackt;4
Ein Mann saß tot auf der Toilette.;Ein Alien hatte sich den Mann als Wirt ausgesucht. Als es lange genug von ihm gezehrt hatte und eigenständig lebensfähig war, verließ es den Körper seines Wirts. Zu diesem Zeitpunkt saß der Mann gerade auf der Toilette. Den großen Blutverlust überlebte er nicht.;Die Toilette;4
Sie stellte einen Rekord nach dem anderen auf.;Die Frau wurde von Aliens entführt, die nach einer Substanz forschten, um die körperliche Leistungsfähigkeit von Menschen extrem zu steigern. Nachdem die Außerirdischen die Frau wieder entlassen hatten, hielt die Wirkung der Substanz an: Die Frau stellte einen olympischen Rekord nach dem nächsten auf. Die Aliens wollten die Menschen in Zukunft als Arbeitstiere einsetzten.;Gut trainiert?;4
Weil ein Telefon klingelte, musste ein ganzes Volk sterben.;Als das telefon klingelte, war der Spieler des Fantasy-Echtzeit-Strategiespiels abgelenkt, so dass ihn sein Gegner ohne Gegenwehr besiegen konnte.;Das Volk;4
Maria saß auf einer Parkbank und las Zeitung. Als sie den Artikel 'Tod auf hoher See' las, wusste sie sofort, wer der Mörder war.;Maria arbeitete in einem Reisebüro. Vor kurzem hatte sie einem Mann zwei Tickets für eine Schiffsreise verkauft, ein Ticket davon nur 'One Way'. Der Name des Opfers, das über Board gegangen war, fiel ihr sofort auf, denn es war der Name, auf den sie auf Wunsch des Mannes das One-Way Ticket ausgestellt hatte.;Die Schlagzeile;2
Als der junge Mann Licht einschaltete, wurde es in der ganzen Stadt hell.;Der Funke des Lichtschalters und die kaputte Gasleitung im Keller sorgten für ein derart explosives Gemisch, dass sich der Himmel über der ganzen Stadt erhellte.;Der Lichtschalter;3
Weil eine Scheibe zersplitterte, starb ein junger Mann;Der junge Mann war Astronaut und flog in einer Umlaufbahn um die Erde. Als die Scheibe seines Raumschiffes von einem Stück weltraumschrott durchbohrt wurde, zersplitterte sie und der Mann - ohne Schutz vor der eisigen Kälte und ohne Sauerstoff - starb.;Scherben;2
Ein Mann starb, weil er Cola trinken wollte.;Der Mann wollte eine Cola-Dose stehlen. Beim Versuch, den Automaten aufzubrechen, stürzt dieser um und erschlug ihn.;Durstlöscher;2
Weil ein Junge immer mehr wollte, musste er sterben.;Der Junge machte in einer Disko Bekanntschaft mit Ecstasy und verschiedene andere Partydrogen. Im Verlauf der Nacht, der durchtanzte, warf er immer mehr Pillen ein. Schließlich brach er vor Erschöpfung zusammen.;Tödliche Gier;2
Ein Mann starb in einer wilden Ballerei, obwohl er nicht erschossen wurde. ;Eine Bande von Ganoven wollte im Wilden Westen eine Bank ausrauben. Allerdings war der Sheriff der Stadt ein gefürchteter Revolverheld und selbst von einer Bande Ganoven nicht zu überwältigen. Da er jeden Morgen zum Barbier ging, kamen die Gangster auf eine Idee. Als der Barbier mit einem scharfen Messer dem Sherrif den Bast rasierte, ballerte die Bande wie wild in den Barbierladen. Vor Schreck schnitt der Barbier dem Sheriff dabei die Kehle durch. ;Die Ballerei;2
Weil ein Blinder ohne Probleme über das Geröll stieg, kam eine Frau mit ihrem Leben davon. ;"In einer zerbombten Stadt tastete sich der Blinde mit einem Brief in der Hand durch die Schuttmassen. Die hilfsbereite Frau bot ihm an, den Brief an seinen Bestimmungsort zu bringen. Als sie sich noch einmal umschaute, sah sie wie der Blinde plötzlich problemlos weglief. Misstrauisch geworden ging sie direkt zur Polizeit, die unter der angegebenen Adresse ein großes Fleischlager fand. Eine Untersuchung ergab, dass es sich um Menschenfleisch handelte. So machte der Inhalt des Briefes plötzlich Sinn:""Hier kommt meine letzte Lieferung"". ";Der Blinde;2
Ein Mann sprang in die Tiefe. Nach wenigen Sekunden war er tot. ;Der Mann war neu auf einer Bohrinsel und wollte ein Bad nehmen. Dazu sprang er ins Meer. Als er erkannte, dass es keine Möglichkeit gab, wieder nach obel zu gelangen, war es zu spät. ;Der Sprung;2
